Plot_Min_Witdh,Plot_Count,Build_Min_Depth,Build_Max_Depth,Build_Min_Heigth,Build_Max_Heigth,Building_Volume,Building_Area,Green_Area,Average_FAR,Average_Build_Heigth,Gross_area,Radiation_Min,Radiation_Total,Green_Comfort,Energy_Balance
23.1402061957,12,17.0094825599,47.66275406,16.5242508775,45.0349729452,566603.54,17139.8519838256,4171.0815327566,27.6812466429,33.6773922816,566603.54,3.75,7976.5,0.1988,216319.27
23.1673366225,12,16.9498216657,46.646388355,16.2150189871,44.6828815075,654734.62,19523.7462728699,1787.1872437123,31.5855136666,33.3423744475,654734.62,3.75,9093.25,0.1368,104200.07
23.1928678858,12,16.890194271,45.687703139,15.9231395988,44.2904820869,642688.54,19580.6568577784,1730.2766588039,31.2298248019,32.9900183612,642688.54,4,9201.75,0.1323,317302.52
23.2167070096,12,16.831635724,44.7931323775,15.6509146368,43.8716164195,641440.23,19997.9243869425,1313.0091296397,30.4705618339,32.6295687393,641440.23,2.25,9198.75,0.1463,553504.00
23.2385946432,12,16.7753219936,43.9705889145,15.4008086591,43.4428865132,562386.33,17427.6980746376,3883.2354419446,27.872427751,32.2719957709,562386.33,3,8162.25,0.1843,429798.68
23.257993715,12,16.7226354862,43.2287948075,15.1754202229,43.0232526377,601077.94,19145.1355904052,2165.7979261771,28.8016956986,31.9297418453,601077.94,2.25,8981.5,1.9305,728008.29
23.2742265552,12,16.6750969718,42.5769436201,14.9773009737,42.6332347179,526734.25,17074.7895487262,4236.1439678561,25.9018301793,31.6161690126,526734.25,4,7966,0.2225,793060.90
23.2865356658,12,16.6342302781,42.0236619264,14.8087184712,42.2933508059,562131.22,18035.3548246819,3275.5786919003,28.0157130216,31.344525027,562131.22,4,8352.5,0.1730,749397.94
23.294185434,12,16.6013876357,41.575765315,14.6713570721,42.0221140832,606923.91,19726.258995878,1584.6745207043,29.3799106944,31.1266191103,606923.91,0,9269,0.0917,940522.66
23.296690167,12,16.5775328034,41.2369855341,14.5660955255,41.8337689192,607859.26,19691.2471092127,1619.6864073695,29.4290649259,30.9713712801,607859.26,4,9294.5,0.1068,907072.50
23.2940650679,12,16.5630875146,41.0070459346,14.492901882,41.7365201485,559773.34,18547.7036682505,2763.2298483318,27.2673217811,30.8837051515,559773.34,4,8756.5,0.1511,1050189.58
22.6336664657,12,17.7190616558,65.6424702428,22.6522776054,49.7204428743,699740.55,19260.2137822342,2050.7197343481,32.0332266592,34.4561889884,699740.55,7,9616.5,0.0967,-720915.18
22.6467930625,12,17.7301229362,65.8429313826,22.6705898388,49.37129848,652218.68,18668.5576837279,2642.3758328544,29.8366351387,34.3142603845,652218.68,7,9161.25,0.1987,-300879.70
22.6501790344,12,17.7482391013,66.061603215,22.6762243991,48.9890942734,642511.23,18283.8453152199,3027.0882013624,30.3983453975,34.1507658445,642511.23,7,8983,0.2175,-351904.59
22.6466907185,12,17.7602380863,66.278198247,22.6798421383,48.5678252435,729297.35,20670.920152866,640.0133637163,33.0545480493,33.9690985554,729297.35,7,10132,0.2586,-442484.99
22.6448431244,12,17.7757505058,66.5001123169,22.6799030851,48.1233979312,705006.49,19857.3419375723,1453.5915790099,31.2236941703,33.7753266373,705006.49,7.25,9810.75,0.1859,-492453.94
22.6347166363,12,17.7849024503,66.734382345,22.6855813209,47.6430095151,626886.21,18199.8478312017,3111.0856853806,29.9217939285,33.569040463,626886.21,2.5,8930,0.1558,-156768.88
22.626025756,12,17.7925606726,66.9725457399,22.687698322,47.13692405,636801.66,18397.2810948663,2913.6524217159,29.2788115504,33.3495400468,636801.66,7.5,9147.25,0.2240,-205889.48
22.6109188284,12,17.7957007449,67.2142326726,22.687128234,46.6062711761,595811.09,17355.9211813155,3955.0123352668,28.5888950463,33.1178109509,595811.09,7.5,8568.5,0.1830,-118430.46
22.5906791694,12,17.7999774809,67.459447407,22.6847382542,46.052120328,546831.21,16225.4980629785,5085.4354536037,25.9126840957,32.8748085642,546831.21,4.5,7908.5,0.2528,45258.20
22.5705071126,12,17.8010175855,67.6958646183,22.6789801224,45.4918192488,581380.20,17327.3684523777,3983.5650642046,28.0484900702,32.6272248139,581380.20,7.5,8575.25,0.1917,87087.81
22.5502697368,12,17.8017911242,67.9140399015,22.6701618979,44.9303955233,712985.05,21309.7506999998,1.1828165825,32.3774258543,32.3774258543,712985.05,0.5,10576.75,0.0022,138074.76
22.5288651462,12,17.7987207756,68.0968634197,22.6526393323,44.3913268145,668004.08,20259.6205747118,1051.3129418705,30.6281782621,32.132466948,668004.08,4.25,9899,0.1497,282187.31
22.5099975135,12,17.7948772981,68.2229166722,22.6231656047,43.8969492804,528235.59,16042.2647972283,5268.6687193539,25.8439783339,31.9002575241,528235.59,7.75,7842,0.2206,234850.07
22.4936447171,12,17.7891490106,68.263519811,22.5751941895,43.4716773515,645017.30,19683.8008156891,1627.1327008932,29.5657859653,31.6877525403,645017.30,5.5,9771.25,0.1543,335582.34
22.4822833154,12,17.7797864646,68.1883472725,22.5027531295,43.1443037567,570765.87,17829.7154218188,3481.2180947635,27.2854147203,31.5041402569,570765.87,6.25,8587.25,0.2002,509684.47
22.4795816529,12,17.7686530351,67.9668142079,22.4000840751,42.9396182196,661344.74,20412.0622581515,898.8712584308,30.1265813635,31.3569837572,661344.74,2.25,10065.25,0.2024,463723.07
22.4857581481,12,17.7543840181,67.5734423095,22.2612265823,42.8747566908,628271.12,19200.8052773293,2110.1282392529,28.7910864641,31.2503944951,628271.12,7.75,9628.5,0.1713,340707.46
22.5018100278,12,17.7368802915,66.9971934069,22.0816408038,42.9518867763,586418.16,18604.8358846305,2706.0976319517,27.8570573309,31.1827576159,586418.16,3.5,9091.25,0.1837,672826.92
22.527313771,12,17.715778707,66.2423232008,21.8615971322,43.1584628715,576292.93,17887.1498458222,3423.78367076,27.2902748758,31.1487547,576292.93,7.75,8958.75,0.1676,455308.48
22.5604987813,12,17.6916685467,65.3259496635,21.6037175309,43.4695295265,535274.18,17223.2397276143,4087.693788968,25.4602993874,31.138981726,535274.18,7.75,8479.75,0.2325,738437.47
22.5992669236,12,17.6644015593,64.2762249733,21.3125252065,43.8537885649,539272.28,17148.190831995,4162.7426845873,26.3970090527,31.1423408775,539272.28,6.5,8372,0.2204,638332.13
22.6424806186,12,17.6344251647,63.1247037069,20.9951604555,44.2767271322,535335.44,17094.0612639382,4216.8722526441,26.0244466137,31.1478083051,535335.44,7.25,8307,0.2022,671471.36
22.6882675957,12,17.6014901819,61.9028193903,20.6569966678,44.7081758755,681053.27,21019.1991295809,291.7343870014,30.6742697908,31.1452578855,681053.27,0.5,10460.75,0.0743,475522.83
22.7340314817,12,17.5666711965,60.6379895997,20.3047312163,45.123074413,636097.06,19411.3474858421,1899.5860307401,28.8671492952,31.1275380397,636097.06,7.5,9625.25,0.1136,330512.54
22.7795692367,12,17.5295009299,59.351625815,19.943388712,45.5028404435,627674.74,19217.9197286861,2093.0137878962,28.3839916129,31.0893788536,627674.74,7,9573,0.1516,358759.59
22.8242343673,12,17.490374003,58.0613524609,19.5763719736,45.8346341766,572786.14,16086.7735471246,5224.1599694576,29.5228264136,35.3743473292,572786.14,4,7433,0.2141,-424456.59
22.8663124328,12,17.4496169662,56.779660896,19.2083631191,46.1077699044,644420.81,18310.6354325439,3000.2980840384,31.9499835117,35.3920755898,644420.81,0,8615.75,0.1060,-367086.59
22.9072705994,12,17.406996916,55.5166265072,18.8413575192,46.3180627812,705345.57,20376.2185462378,934.7149703445,32.972041997,35.3723948447,705345.57,3.5,9714.75,0.1120,-228058.31
22.9455114828,12,17.3624805567,54.2789290974,18.4778449507,46.461896502,675461.35,19212.6400719893,2098.293444593,32.4485627302,35.3141212182,675461.35,4.25,9054.25,0.1824,-375317.39
22.9815398451,12,17.3169409231,53.0719439234,18.1201376842,46.5372139252,581182.48,16273.7234954308,5037.2100211515,29.4558093808,35.2169381755,581182.48,3.75,7519.25,0.2270,-456061.74
23.0153897428,12,17.2693566331,51.9001821118,17.7697854231,46.5450815704,619019.89,17525.6682008143,3785.2653157679,29.9048539544,35.0821047179,619019.89,3.75,8332.75,0.2836,-385393.60
23.0473797181,12,17.2204297914,50.7675293277,17.4288087281,46.4861564683,675304.86,19465.6444842521,1845.2890323301,32.8769315382,34.9108210543,675304.86,3.75,9213,0.1158,-241099.90
23.0773342133,12,17.1698615359,49.6768889319,17.0989656888,46.3632258973,627284.82,18388.6699131905,2922.2636033918,30.8666083489,34.7054644738,627284.82,3.75,8513,0.1388,-65003.52
23.1053509393,12,17.1183020834,48.6324345729,16.7815292563,46.1801059591,671689.27,19757.1897054488,1553.7438111335,32.0615537152,34.4688379841,671689.27,0,9233.5,0.1030,-34882.86
23.1318415296,12,17.0658745817,47.6376651128,16.4786912467,45.9427704799,618027.01,18487.1643507901,2823.7691657921,29.6733256469,34.2054088033,618027.01,3.5,8530.5,0.1402,128346.00
23.1565514005,12,17.0129982606,46.6967843787,16.1918271178,45.6582273415,595566.24,17873.9910348001,3436.9424817821,28.1123788574,33.9199410711,595566.24,3.75,8475,0.1871,153196.95
23.1796541767,12,16.9603607855,45.8146167667,15.9229344305,45.3361567336,627509.55,18931.2812078717,2379.6523087105,30.905476562,33.6190545118,627509.55,0,8728,0.1545,213226.18
23.201026455,12,16.9087506661,44.9965494086,15.6738699969,44.9882891407,591825.99,17943.9831844051,3366.9503321772,29.9545893158,33.3105463167,591825.99,3.75,8293,0.1439,247620.88
23.2203878544,12,16.8591314369,44.2485203527,15.4465507826,44.6286039942,527353.34,15848.1955536978,5462.7379628844,27.1142254746,33.0035906924,527353.34,3.5,7397.5,0.2188,146484.58
23.2374367697,12,16.8126184467,43.5767996486,15.2428427325,44.2728338806,644127.70,19762.089258055,1548.8442585272,31.3868492925,32.708396286,644127.70,0,9318.5,0.0658,389937.07
23.2517193062,12,16.7704029723,42.9876384452,15.0644914536,43.937734155,608646.30,19139.1139368532,2171.819579729,29.8809838692,32.4357391434,608646.30,2.25,8816.75,0.1457,610136.66
23.2627869299,12,16.7336597812,42.486595213,14.9129576391,43.6398889824,582918.19,18217.5884205133,3093.3450960689,27.7522079132,32.196178817,582918.19,3.75,8552.25,0.1639,525627.84
23.2702087962,12,16.7034254898,42.0777899116,14.7892288051,43.3942486,618845.61,19490.1700583997,1820.7634581825,29.9855260304,31.9991033304,618845.61,3.75,9217.5,0.1204,636064.16
23.2737140048,12,16.6804523229,41.7631324909,14.6937040221,43.2125334971,568600.44,17748.1661277779,3562.7673888044,27.8819992197,31.8517231527,568600.44,3.75,8448,0.1872,501069.32
23.2732898749,12,16.6651061751,41.5417679691,14.6261021531,43.1021075305,575285.83,18395.3047378467,2915.6287787355,28.2527620639,31.7583566678,575285.83,3.75,8528.5,0.1264,734035.98
22.585493864,12,17.6830076243,64.9798643483,22.3996265553,49.5534590704,611914.20,17099.9028698162,4211.0306467661,29.5831845448,34.240895793,611914.20,1.5,8396.75,0.1538,-497480.35
22.5987370384,12,17.7032523463,65.1604693586,22.3990083632,49.2306857133,696597.44,19420.1077305405,1890.8257860418,32.290905872,34.0997918686,696597.44,0.25,9409.5,0.0885,-590596.15
22.6463282154,12,17.7260560006,65.5371538996,22.4965134779,49.1069907971,615329.83,16867.2224884374,4443.7110281448,28.4581914948,34.1008358624,615329.83,4.25,8361,0.1713,-670121.86
22.6473258532,12,17.7399462634,65.7222185797,22.4948156636,48.7273634061,617709.65,17752.1834297317,3558.7500868506,28.983340982,33.9343301571,617709.65,5,8809.75,0.2193,-248078.11
22.6473173592,12,17.7536005058,65.9052505031,22.4986401708,48.3284142209,689224.88,19823.4511446875,1487.4823718947,31.3399217107,33.7625127275,689224.88,4.5,9730.25,0.2420,-268282.93
22.6368947916,12,17.7621068894,66.0962960693,22.488974469,47.9108111614,558704.21,16224.8598523292,5086.073664253,26.7380798744,33.5749533128,558704.21,7.5,7896.25,0.2511,-137142.65
22.6332168197,12,17.7704457698,66.2852298178,22.4850683518,47.4627676504,641725.39,18815.2423385202,2495.691178062,29.6524114518,33.3773673364,641725.39,0.75,9258,0.1755,-64188.37
22.6220153965,12,17.777892328,66.4724399654,22.4737409083,47.0000429065,659788.00,19641.8922740074,1669.0412425748,30.5581295083,33.1691941267,659788.00,5.25,9709,0.1319,87416.95
22.6109098005,12,17.7795665167,66.6455732634,22.4592000284,46.528511474,674848.51,19636.9622829573,1673.9712336249,30.3698577967,32.9553683698,674848.51,0.5,9471,0.1412,-144638.75
22.595791765,12,17.7842296328,66.8056688063,22.4391976369,46.057797492,613663.40,17571.9966348623,3738.9368817199,28.6192513276,32.7388192371,613663.40,5.25,8659,0.1365,-280286.94
22.5820867725,12,17.784684874,66.939299044,22.4135247048,45.5956960637,548147.64,16777.0134442999,4533.9200722823,26.2793612178,32.5228281493,548147.64,6.75,8240.5,0.2693,311273.77
22.5680847588,12,17.7814207348,67.0278009489,22.3769614693,45.1560378615,638810.60,18853.7022485451,2457.2312680371,29.1373776894,32.3104828754,638810.60,7.5,9531.75,0.1640,119.25
22.5544966016,12,17.7775649405,67.0594023299,22.3274702563,44.7628965357,561392.68,17826.0153668216,3484.9181497607,27.428980642,32.1111323927,561392.68,6.5,8814.25,0.1894,651586.37
22.5451117353,12,17.7721752219,67.0087282808,22.2619552517,44.4313144907,614029.98,19095.34974761,2215.5837689723,28.9496997057,31.9295906188,614029.98,3,9437,0.1611,504829.31
22.5393538925,12,17.7629506752,66.8532654966,22.1729556837,44.1823505032,482090.27,15277.576902766,6033.3566138163,24.0485312248,31.7708336138,482090.27,7.5,7660.5,0.2848,543765.87
22.5409872338,12,17.751860323,66.5751964906,22.0564903698,44.0323608632,583081.16,18199.6301102011,3111.3034063812,28.048312367,31.6397489798,583081.16,6,9006,0.1773,513258.25
22.5478831127,12,17.7378151086,66.1567574396,21.9087781488,43.9900982511,623078.96,18962.0547948984,2348.8787216838,28.4246422406,31.538021325,623078.96,7.5,9544,0.1815,296499.21
22.563192215,12,17.7217914503,65.5898086278,21.7283776759,44.0582915697,502915.62,15688.0007748064,5622.9327417758,24.8136839869,31.4660278704,502915.62,7.5,7917.75,0.2599,438289.60
22.5854006099,12,17.7024791949,64.877404631,21.5137433013,44.2274651507,601313.60,18092.7323041147,3218.2012124675,28.3330217343,31.4187648359,601313.60,0.75,8873,0.1183,179382.43
22.6129453623,12,17.6801713827,64.0313765177,21.2668317382,44.4806159804,665151.48,20317.5536988381,993.3798177442,29.6519609306,31.389920959,665151.48,4.5,10115.25,0.0832,355059.84
22.6462438738,12,17.6559410054,63.0717872088,20.9917619977,44.7960080339,615002.46,18970.0184628429,2340.9150537394,28.1120858847,31.3723403621,615002.46,7.75,9379.25,0.2019,424557.57
22.6828890908,12,17.6288134033,62.0208679824,20.6927977702,45.1487181652,499944.11,16030.6995886448,5280.2339279374,24.4167864091,31.3575589118,499944.11,7.5,7802.75,0.2737,661844.67
22.7221413438,12,17.5994243703,60.9014953928,20.3748604057,45.5170136962,555272.08,17137.5235181737,4173.4099984086,25.4381042415,31.3388746443,555272.08,7.25,8481,0.2602,388002.19
22.7622402835,12,17.5677022405,59.7369377027,20.0425477304,45.8793580737,612997.63,19242.5503903836,2068.3831261987,28.4619311666,31.3094886806,612997.63,7,9421.25,0.1993,596438.12
22.8022773125,12,17.5342395527,58.5456799488,19.6999112076,46.2195187543,595677.79,18098.7038630373,3212.2296535449,27.6064400856,31.2646070148,595677.79,4.25,8928.25,0.1605,268158.08
22.8422108444,12,17.4998389251,57.3441672686,19.3518460444,46.5254826478,689828.99,19549.5126658943,1761.420850688,32.9741847533,35.7005456675,689828.99,0.75,9195.25,0.1333,-419472.63
22.8805701694,12,17.4630068187,56.144653686,19.0013600387,46.7880893139,634960.58,18158.4551923525,3152.4783242297,30.5870879908,35.7189196741,634960.58,4,8486.5,0.1630,-302156.83
22.9172066699,12,17.425208934,54.9579051667,18.6510496007,47.0002990966,621796.19,17694.2027394658,3616.7307771165,29.2585749025,35.7070429267,621796.19,4,8303,0.1986,-340865.30
22.9524271055,12,17.3858822783,53.7913429791,18.3045359878,47.1582465857,590402.36,16648.2980233272,4662.635493255,29.9450039628,35.6640324167,590402.36,3.75,7585,0.1998,-402642.30
22.9853040071,12,17.3449928845,52.6520324225,17.9630700339,47.2592679617,676651.11,19154.0136495909,2156.9198669913,32.8079392459,35.5887837729,676651.11,3.75,8903,0.1636,-424069.32
23.0168857908,12,17.3032175668,51.5460375,17.6289306726,47.3021054795,597577.18,17144.4927193037,4166.4407972786,29.9760957698,35.4814481277,597577.18,2.75,7662.75,0.2456,-255574.97
23.0461899444,12,17.2598381815,50.4777265245,17.3047658121,47.2870305273,666933.08,19148.8597664586,2162.0737501237,32.5355343451,35.3432435839,666933.08,0.5,8594.5,0.1385,-276801.10
23.0738936163,12,17.2152982543,49.4518209411,16.9920685581,47.2148717218,656783.79,18908.6437770472,2402.289739535,31.793565147,35.1752634651,656783.79,3.5,8718.25,0.1818,-246799.07
23.0999950443,12,17.1698497965,48.4724234337,16.6926622643,47.0886605244,707224.54,20221.7478981207,1089.1856184615,33.758105963,34.9800579689,707224.54,3.75,9487.75,0.1128,-337205.89
23.1241963639,12,17.1236882971,47.5436323012,16.4083002318,46.9122904665,598442.19,17172.3600681046,4138.5734484777,30.3979829813,34.7606680408,598442.19,3.5,7916.25,0.1727,-253368.54
23.1467702931,12,17.0771968205,46.6698574268,16.1409161634,46.6916402036,646458.86,18849.0036791036,2461.9298374787,32.0815464127,34.5214008181,646458.86,3.75,8492.5,0.1396,-120126.49
23.1677212537,12,17.0309314529,45.8553280574,15.8919462,46.4342735578,584187.45,17087.1676710339,4223.7658455484,29.5685780298,34.2673790893,584187.45,3.75,7840.25,0.1978,-80272.28
23.186954584,12,16.985502537,45.1044343757,15.6629823184,46.1498200522,571228.94,17191.5705530664,4119.3629635158,28.7537820927,34.0050305264,571228.94,3.75,7937.25,0.1877,172750.17
23.2042915612,12,16.941699515,44.421584341,15.4555581689,45.8497860443,687896.17,20778.387014003,532.5465025793,32.6143458525,33.7418887423,687896.17,2.75,9659.75,0.2147,246645.83
23.2195370479,12,16.90045081,43.811231562,15.2709442661,45.5471420638,547304.74,16588.7892417271,4722.1442748551,27.2871429017,33.4862634281,547304.74,4,7455,0.2746,225938.34
23.2324273374,12,16.8626472665,43.2773732849,15.1102552403,45.2556834442,556817.35,16775.8433509331,4535.0901656492,28.4386279694,33.2468984106,556817.35,3,7618,0.1775,177557.19
23.2426713857,12,16.8292238742,42.8233587385,14.9743379711,44.9891400494,589487.31,18213.3194635677,3097.6140530145,29.322832268,33.0323914656,589487.31,0,8274.25,0.1641,422434.81
23.2500120151,12,16.8010049708,42.4513791859,14.8636407538,44.7600823412,593241.12,18138.4017897542,3172.531726828,29.319114753,32.8504840477,593241.12,3.75,8289,0.1888,326987.49
23.2181623754,12,16.761358944,41.852050658,14.6429982926,44.3352377231,567123.21,17491.6399291047,3819.2935874776,27.8801518784,32.5069857548,567123.21,3.25,8215.75,0.2183,391036.14
23.2317897311,12,16.7278730879,41.3404418364,14.4479082427,43.9662725345,605193.32,19025.4047269196,2285.5287896627,29.0361419384,32.2072857679,605193.32,2.5,8813.75,0.2634,603209.81
22.5404462565,12,17.6471485657,64.3098911936,22.1455369184,49.4202460373,693552.04,19383.726990952,1927.2065256302,32.1624377077,34.039518141,693552.04,0.25,9539.5,0.0723,-563555.93
22.5513005736,12,17.6699105615,64.4714358078,22.1358714518,49.1146219649,639590.23,18420.8525479826,2890.0809685997,29.2571280909,33.9007907627,639590.23,3,8918.5,0.2429,-236510.04
22.5952078948,12,17.695905574,64.8185738744,22.2265657351,49.0275797963,659323.02,18854.8257265448,2456.1077900374,30.101146903,33.9139775642,659323.02,3.75,9026.75,0.2147,-312948.34
22.6004248045,12,17.7107194696,64.9730082412,22.2212291782,48.6848096044,612251.48,18003.5290350586,3307.4044815237,27.9545135607,33.7614926252,612251.48,7,8826.5,0.1767,-35160.55
22.6408088523,12,17.733479453,65.3062214194,22.3126123875,48.5516547463,625021.34,18223.2319930203,3087.7015235619,29.3174326767,33.7549590595,625021.34,7,9015,0.2102,-115576.53
22.6466252664,12,17.7401691849,65.4587235839,22.2947291617,48.1827117436,684466.52,19441.6821537359,1869.2513628463,31.6953993981,33.5839853505,684466.52,0.25,9567.75,0.1078,-394281.97
22.6413144265,12,17.7516439166,65.5960626121,22.2782734155,47.7949442147,520521.91,15368.6713686306,5942.2621479517,24.3421382692,33.4056076073,520521.91,7.25,7526.5,0.3441,3469.24
22.6344901328,12,17.7582406367,65.7290331891,22.2592733742,47.3996300708,592955.17,17766.5772038701,3544.3563127122,28.6495719803,33.2225041524,592955.17,7.25,8646.75,0.1966,137293.62
22.6275429452,12,17.7606538605,65.8445011216,22.2320745355,46.9990866814,537749.34,15939.6365257252,5371.296990857,26.0908365792,33.0324968651,537749.34,7.5,7859.25,0.2455,36297.57
22.6188128327,12,17.7655796546,65.9379841561,22.2008239598,46.6044370559,617293.03,18242.743732857,3068.1897837253,28.5876900151,32.8427748845,617293.03,7.5,9061.75,0.2236,12348.35
22.6087773664,12,17.7670688475,65.9962064664,22.1594788933,46.2252604876,571196.64,16898.7688133004,4412.1647032819,26.7099755613,32.6541079338,571196.64,6.75,8311.25,0.2611,20961.75
22.6020721626,12,17.7637452056,66.0088295508,22.110116351,45.8729732788,627499.72,18717.6958480358,2593.2376685465,28.3721024171,32.4726457133,627499.72,7.5,9142.5,0.2521,102503.53
22.5935340582,12,17.7597646331,65.9635810326,22.0452944856,45.5592561401,582660.56,17922.828453322,3388.1050632603,28.2336528558,32.2992853593,582660.56,6.25,8859.75,0.1646,375884.27
22.5890850477,12,17.7549823799,65.842427542,21.9634595889,45.3023211956,645109.13,19316.627760634,1994.3057559483,29.3376707325,32.1410926664,645109.13,7.5,9494.25,0.2240,143709.83
22.587843333,12,17.7466107816,65.628666563,21.8607710262,45.1153203119,597556.84,17754.9476708635,3555.9858457187,28.2946420314,32.0016371062,597556.84,2,8852.25,0.1418,60884.87
22.590172479,12,17.736009149,65.3080873433,21.7338628498,45.0081190655,639530.98,19221.1995268219,2089.7339897603,29.3733011146,31.8833227467,639530.98,4.5,9518.25,0.1583,179919.83
22.5994174764,12,17.7235077775,64.8711156014,21.5792092405,44.9870872189,574858.73,17509.5997921091,3801.3337244731,26.9593245877,31.7869390433,574858.73,4.75,8512,0.2675,281006.53
22.6142819187,12,17.7092049534,64.3107188541,21.3979954007,45.053782885,555343.34,17262.5718320437,4048.3616845386,27.0418393334,31.7138338178,555343.34,7.5,8495,0.1842,452827.24
22.6333470373,12,17.6910113662,63.6310605453,21.187139038,45.2020685175,591224.17,18399.9952211154,2910.9382954669,27.3268210886,31.6595924396,591224.17,7.5,8974.5,0.2104,493197.52
22.6584064107,12,17.6714927509,62.8384272702,20.9491928142,45.4184345445,558728.08,17043.7551414489,4267.1783751334,26.0704622067,31.6197631364,558728.08,7.5,8421,0.2222,287372.67
22.6877978292,12,17.6487347498,61.9477006166,20.6863503733,45.6887124009,502018.92,15582.5305479617,5728.4029686205,24.0611405523,31.5894043043,502018.92,7,7624,0.2618,397383.84
22.7196641781,12,17.6249629253,60.9750266583,20.4010848864,45.9946319189,605076.91,18669.5020160376,2641.4315005446,28.0838052027,31.5619433394,605076.91,4.75,9092.5,0.2071,420239.85
22.7536448167,12,17.5985422811,59.9390226557,20.0992110047,46.3186983539,529974.42,16659.8355915302,4651.097925052,25.3787822743,31.5330301094,529974.42,4.75,8003.5,0.2675,527458.77
22.7884026497,12,17.5710593491,58.8579285278,19.7825545561,46.6447990066,612605.32,18637.1542178203,2673.779298762,28.3169042599,31.4966677919,612605.32,2.75,8914.75,0.1814,288720.75
22.8244606583,12,17.5415106758,57.7482549547,19.4565489696,46.9587281079,594937.17,18569.9580756853,2740.975440897,27.5205629349,31.4497255357,594937.17,5.5,8919.75,0.2331,524696.27
22.8594118716,12,17.5108262222,56.6233894884,19.1237461027,47.2500487717,649593.35,19957.5566406837,1353.3768758986,29.3559017968,31.3890910546,649593.35,7,9660.25,0.1634,407117.36
22.8939254868,12,17.478662819,55.4957680663,18.7885285093,47.5098553054,615085.00,17001.4338053205,4309.4997112618,31.2906412409,36.0683777771,615085.00,3.75,7753,0.1792,-597486.72
22.9272885924,12,17.4453306854,54.3764971573,18.453077417,47.7305670938,662201.15,18432.4716283418,2878.4618882404,33.039579387,36.0675355563,662201.15,3.75,8540,0.1455,-576266.71
22.9593052496,12,17.410887402,53.2739431731,18.1199732297,47.9080808914,602798.38,16734.6581426472,4576.2753739351,30.6291834103,36.0416386884,602798.38,3.75,7651.5,0.2014,-547593.22
22.9901130903,12,17.375315225,52.1955173451,17.7922428399,48.0386252974,595326.39,16910.6575164403,4400.2760001419,30.0300499384,35.9896239523,595326.39,3.75,7640,0.2046,-341605.14
23.0188749614,12,17.3388673519,51.1476261468,17.4722396156,48.1199142155,725542.60,20580.2146001903,730.7189163919,34.3909663165,35.9110534369,725542.60,3,9571.5,0.1888,-431366.75
23.045932865,12,17.3011297529,50.1366356658,17.1622225755,48.1509264755,570512.93,16178.0254027945,5132.9081137877,28.5450586597,35.8062126738,570512.93,4,7229.5,0.2926,-341961.63
23.0713598155,12,17.2625688738,49.1675890266,16.8637412329,48.1309777758,587394.55,16490.0606837168,4820.8728328654,30.1431885872,35.6753072277,587394.55,3,7495.25,0.1835,-438772.54
23.0951963001,12,17.222872129,48.2453594805,16.5793937493,48.061845696,620438.79,17814.6674298798,3496.2660867024,31.0016392309,35.5204415666,620438.79,0.25,8038,0.1713,-256996.40
23.1173316128,12,17.1827806631,47.3744597769,16.310794274,47.9455904797,624919.93,17764.611501773,3546.3220148093,30.9420393605,35.3434982272,624919.93,3.75,8266,0.2033,-351795.40
23.1379987159,12,17.1423653297,46.559293908,16.0597460519,47.7861252416,598961.46,17067.4087003939,4243.5248161884,29.5976931924,35.1475498329,598961.46,3,7965.75,0.2238,-316955.33
23.1569665092,12,17.1019468805,45.8038374996,15.8277829968,47.5891430814,647023.06,18758.8934580438,2552.0400585384,31.0915347255,34.9366326227,647023.06,2.25,8768.25,0.2693,-174489.63
23.1743589837,12,17.0620844789,45.1117275739,15.6161707593,47.3620246533,657730.62,19223.4028321,2087.5306844823,32.5126424575,34.7156912676,657730.62,0,8836.25,0.1007,-97397.97
23.1900124496,12,17.0234701394,44.4863930414,15.4261633761,47.1139731604,615130.57,18021.5971235017,3289.3363930806,29.7149165853,34.4907623269,615130.57,2.5,8141.5,0.2194,-68634.05
23.2038235533,12,16.9867152391,43.9306880189,15.25856966,46.8554995046,617960.58,18334.0852561711,2976.8482604112,29.7895885791,34.2684917614,617960.58,2.75,8530.5,0.1965,48989.80
23.2156506098,12,16.9525973518,43.44699602,15.1140579824,46.5981191039,605919.26,17743.1329917691,3567.8005248132,29.2068545118,34.0560739408,605919.26,3.75,8292.5,0.1703,-72229.86
23.1890754493,12,16.9053812996,42.7322284748,14.8591810574,46.1200107553,603280.54,17902.0994314872,3408.8340850951,29.7371254464,33.6668924491,603280.54,3.75,8202,0.1943,49958.35
23.1967250124,12,16.878675292,42.3971858895,14.7620209854,45.8999522211,631029.60,19137.3974832876,2173.5360332946,31.0599645027,33.4957919593,631029.60,1,8983,0.1261,266526.86
23.178162199,12,16.8233438445,41.5298316267,14.4203911217,45.2448478936,497356.08,14976.5438225347,6334.3896940475,24.7315479074,32.9655638626,497356.08,3.75,6947.25,0.3185,153620.32
23.1930027151,12,16.789744728,41.0451060607,14.2374422133,44.867765467,565905.24,17424.8739438328,3886.0595727495,28.8224518765,32.6658168008,565905.24,3.75,8118.75,0.1679,374784.65
22.4442682944,12,17.5997006436,63.4357986854,21.7791372411,49.0606620375,539300.26,15670.4555051917,5640.4780113905,26.2448531368,33.6760906509,539300.26,7,7833.25,0.2517,-127725.87
